frame,coverage_ratio
1873,75.7589
1874,75.7589
1875,75.7589
1876,75.7589
1877,75.7632
1878,75.7646
1879,75.7737
1880,75.7785
1881,75.7819
1882,75.7871
1883,75.7976
1884,75.8079
1885,75.8156
1886,75.8379
1887,75.8746
1888,75.9227
1889,75.9788
1890,76.0375
1891,76.0587
1892,76.0691
1893,76.0867
1894,76.132
1895,76.1363
1896,76.1367
1897,76.1417
1898,76.1476
1899,76.149
1900,76.1622
1901,76.206
1902,76.2262
1903,76.2592
1904,76.2634
1905,76.2667
1906,76.2667
1907,76.2667
1908,76.2667
1909,76.2667
1910,76.2667
1911,76.2667
1912,76.2667
1913,76.2667
1914,76.2667
1915,76.2667
1916,76.2667
1917,76.2667
1918,76.2667
1919,76.2667
1920,76.2667
1921,76.2667
1922,76.2667
1923,76.2667
1924,76.2667
1925,76.2667
1926,76.2667
1927,76.2667
1928,76.2667
1929,76.2667
1930,76.2667
1931,76.2667
1932,76.2667
1933,76.2667
1934,76.2667
1935,76.2667
1936,76.2667
1937,76.2667
1938,76.2668
1939,76.2668
1940,76.2688
1941,76.2724
1942,76.2729
1943,76.2729
1944,76.2729
1945,76.2868
1946,76.2961
1947,76.3026
1948,76.3274
1949,76.3579
1950,76.415
1951,76.4984
1952,76.5701
1953,76.6231
1954,76.6715
1955,76.6995
1956,76.6995
1957,76.6995
1958,76.7107
1959,76.728
1960,76.7454
1961,76.7454
1962,76.7454
1963,76.7454
1964,76.7454
1965,76.7454
1966,76.7454
1967,76.7454
1968,76.7454
1969,76.7454
1970,76.7454
1971,76.7454
1972,76.7454
1973,76.7454
1974,76.7454
1975,76.7454
1976,76.7454
1977,76.7454
1978,76.7454
1979,76.7454
1980,76.7454
1981,76.7454
1982,76.7454
1983,76.7454
1984,76.7454
1985,76.7512
1986,76.7558
1987,76.7597
1988,76.7658
1989,76.7754
1990,76.784
1991,76.8055
1992,76.8482
1993,76.8885
1994,76.8903
1995,76.8903
1996,76.8903
1997,76.8942
1998,76.9126
1999,76.9246
2000,76.9274
2001,76.9275
2002,76.9275
2003,76.9275
2004,76.9275
2005,76.9275
2006,76.9275
2007,76.9275
2008,76.9275
2009,76.9275
2010,76.9275
2011,76.9275
2012,76.9275
2013,76.9275
2014,76.9275
2015,76.9275
2016,76.9275
2017,76.9275
2018,76.9275
2019,76.9275
2020,76.9275
2021,76.9275
2022,76.9275
2023,76.9275
2024,76.9275
2025,76.9275
2026,76.9275
2027,76.9275
2028,76.9275
2029,76.9275
2030,76.9275
2031,76.9275
2032,76.9275
2033,76.9275
2034,76.9285
2035,76.9306
2036,76.9307
2037,76.9327
2038,76.9332
2039,76.9333
2040,76.9334
2041,76.9347
2042,76.9365
2043,76.9365
2044,76.9372
2045,76.9372
2046,76.9372
2047,76.9372
2048,76.9372
2049,76.9372
2050,76.9381
2051,76.9483
2052,76.9529
2053,76.9529
2054,76.9529
2055,76.9529
2056,76.9529
2057,76.9529
2058,76.9529
2059,76.9529
2060,76.9529
2061,76.9529
2062,76.9529
2063,76.9529
2064,76.9529
2065,76.9529
2066,76.9529
2067,76.9529
2068,76.9529
2069,76.9529
2070,76.9529
2071,76.9529
2072,76.9529
2073,76.9529
2074,76.9529
2075,76.9529
2076,76.9529
2077,76.9529
2078,76.9529
2079,76.9529
2080,76.9529
2081,76.9529
2082,76.9529
2083,76.9529
2084,76.9529
2085,76.9529
2086,76.9529
2087,76.9529
2088,76.9529
2089,76.9529
2090,76.9529
2091,76.9529
2092,76.9532
2093,76.9532
2094,76.9573
2095,76.9588
2096,76.9592
2097,76.9592
2098,76.9608
2099,76.9783
2100,76.9903
2101,76.9982
2102,77.0553
2103,77.1203
2104,77.1469
2105,77.1556
2106,77.1715
2107,77.1778
2108,77.1781
2109,77.1789
2110,77.1789
2111,77.1795
2112,77.1795
2113,77.1795
2114,77.1795
2115,77.1795
2116,77.1795
2117,77.1795
2118,77.1795
2119,77.1795
2120,77.1795
2121,77.1795
2122,77.1795
2123,77.1795
2124,77.1795
2125,77.1795
2126,77.1795
2127,77.1795
2128,77.1795
2129,77.1795
2130,77.1795
2131,77.1795
2132,77.1795
2133,77.1795
2134,77.1795
2135,77.1795
2136,77.1795
2137,77.1795
2138,77.1795
2139,77.1795
2140,77.1795
2141,77.1795
2142,77.1795
2143,77.1795
2144,77.1795
2145,77.1795
2146,77.1795
2147,77.1795
2148,77.1795
2149,77.1795
2150,77.18
2151,77.1801
2152,77.1801
2153,77.1808
2154,77.1808
2155,77.1808
2156,77.1849
2157,77.1882
2158,77.2
2159,77.2003
2160,77.2008
2161,77.2011
2162,77.2023
2163,77.2023
2164,77.2093
2165,77.2354
2166,77.295
2167,77.3068
2168,77.3228
2169,77.3322
2170,77.3333
2171,77.3344
2172,77.3383
2173,77.3397
2174,77.3397
2175,77.3397
2176,77.3397
2177,77.3397
2178,77.3397
2179,77.3397
2180,77.3397
2181,77.3397
2182,77.3397
2183,77.3397
2184,77.3397
2185,77.3399
2186,77.3416
2187,77.345
2188,77.3499
2189,77.3569
2190,77.3634
2191,77.369
2192,77.3773
2193,77.3773
2194,77.3773
2195,77.3773
2196,77.3773
2197,77.3773
2198,77.3773
2199,77.3773
2200,77.3773
2201,77.3773
2202,77.3773
2203,77.3773
2204,77.3773
2205,77.3773
2206,77.3773
2207,77.3773
2208,77.3773
2209,77.3773
2210,77.3774
2211,77.3774
2212,77.3774
2213,77.3825
2214,77.3865
2215,77.3904
2216,77.3922
2217,77.3947
2218,77.4016
2219,77.4034
2220,77.4094
2221,77.4239
2222,77.4727
2223,77.5328
2224,77.6072
2225,77.6456
2226,77.6509
2227,77.6555
2228,77.682
2229,77.6994
2230,77.7068
2231,77.7068
2232,77.7068
2233,77.7068
2234,77.7068
2235,77.7068
2236,77.7068
2237,77.7068
2238,77.7068
2239,77.7068
2240,77.7068
2241,77.7068
2242,77.7068
2243,77.7068
2244,77.7068
2245,77.7068
2246,77.7068
2247,77.7068
2248,77.7068
2249,77.7068
2250,77.7068
2251,77.7068
2252,77.7068
2253,77.7068
2254,77.7068
2255,77.7068
2256,77.7068
2257,77.7068
2258,77.7068
2259,77.7068
2260,77.7068
2261,77.7068
2262,77.7068
2263,77.7068
2264,77.7068
2265,77.7068
2266,77.7068
2267,77.7068
2268,77.7068
2269,77.7068
2270,77.7068
2271,77.7068
2272,77.7081
2273,77.7082
2274,77.7108
2275,77.7159
2276,77.7159
2277,77.7164
2278,77.7454
2279,77.7642
2280,77.8118
2281,77.8722
2282,77.9351
2283,78.0031
2284,78.0754
2285,78.1252
2286,78.1432
2287,78.1473
2288,78.1484
2289,78.1534
2290,78.1649
2291,78.1742
2292,78.1742
2293,78.1742
2294,78.1742
2295,78.1743
2296,78.1743
2297,78.1743
2298,78.1743
2299,78.1743
2300,78.1743
2301,78.1743
2302,78.1743
2303,78.1743
2304,78.1743
2305,78.1743
2306,78.1743
2307,78.1743
2308,78.1743
2309,78.1743
2310,78.1743
2311,78.1743
2312,78.1743
2313,78.1743
2314,78.1743
2315,78.1743
2316,78.1743
2317,78.1743
2318,78.1743
2319,78.1743
2320,78.1743
2321,78.1743
2322,78.1743
2323,78.1743
2324,78.1743
2325,78.1743
2326,78.1743
2327,78.1743
2328,78.1743
2329,78.1752
2330,78.1851
2331,78.2086
2332,78.2238
2333,78.2278
2334,78.239
2335,78.2464
2336,78.247
2337,78.2541
2338,78.2687
2339,78.3068
2340,78.3555
2341,78.4024
2342,78.4466
2343,78.4835
2344,78.4918
2345,78.4918
2346,78.4918
2347,78.4918
2348,78.4918
2349,78.4918
2350,78.4918
2351,78.4918
2352,78.4918
2353,78.4948
2354,78.5035
2355,78.5035
2356,78.5035
2357,78.5035
2358,78.5035
2359,78.5035
2360,78.5035
2361,78.5035
2362,78.5035
2363,78.5035
2364,78.5035
2365,78.5035
2366,78.5035
2367,78.5035
2368,78.5035
2369,78.5035
2370,78.5035
2371,78.5035
2372,78.5035
2373,78.5035
2374,78.5035
2375,78.5035
2376,78.5037
2377,78.5037
2378,78.5037
2379,78.5037
2380,78.5037
2381,78.5037
2382,78.5037
2383,78.5037
2384,78.5037
2385,78.5037
2386,78.5037
2387,78.5037
2388,78.5037
2389,78.5037
2390,78.5041
2391,78.505
2392,78.5057
2393,78.5065
2394,78.5105
2395,78.5114
2396,78.5144
2397,78.5165
2398,78.5223
2399,78.5294
2400,78.5367
2401,78.5506
2402,78.5542
2403,78.5615
2404,78.5665
2405,78.5794
2406,78.5986
2407,78.6117
2408,78.6171
2409,78.6239
2410,78.6287
2411,78.6287
2412,78.6287
2413,78.6287
2414,78.6292
2415,78.6292
2416,78.6292
2417,78.6292
2418,78.6292
2419,78.6292
2420,78.6292
2421,78.6292
2422,78.6292
2423,78.6292
2424,78.6292
2425,78.6292
2426,78.6292
2427,78.6292
2428,78.6292
2429,78.6292
2430,78.6292
2431,78.6292
2432,78.6292
2433,78.6292
2434,78.6292
2435,78.6293
2436,78.6402
2437,78.6459
2438,78.6471
2439,78.6486
2440,78.6496
2441,78.6555
2442,78.6637
2443,78.6684
2444,78.6734
2445,78.677
2446,78.6792
2447,78.6812
2448,78.6816
2449,78.6825
2450,78.6831
2451,78.6834
2452,78.6842
2453,78.6842
2454,78.6854
2455,78.6868
2456,78.6869
2457,78.6871
2458,78.6986
2459,78.6988
2460,78.6989
2461,78.6989
2462,78.7
2463,78.7
2464,78.7
2465,78.7
2466,78.7
2467,78.7
2468,78.7
2469,78.7
2470,78.7
2471,78.7
2472,78.7
2473,78.7
2474,78.7
2475,78.7
2476,78.7
2477,78.7
2478,78.7
2479,78.7
2480,78.7
2481,78.7
2482,78.7
2483,78.7
2484,78.7
2485,78.7
2486,78.7
2487,78.7
2488,78.702
2489,78.702
2490,78.7054
2491,78.7059
2492,78.708
2493,78.7114
2494,78.7169
2495,78.7202
2496,78.7237
2497,78.7275
2498,78.7282
2499,78.7284
2500,78.7284
2501,78.7284
2502,78.7295
2503,78.7396
2504,78.7396
2505,78.7397
2506,78.7398
2507,78.7398
2508,78.7398
2509,78.7399
2510,78.7399
2511,78.7399
2512,78.7399
2513,78.7399
2514,78.7399
2515,78.7399
2516,78.7399
2517,78.7399
2518,78.7399
2519,78.7399
2520,78.7399
2521,78.7399
2522,78.7399
2523,78.7399
2524,78.7399
2525,78.7399
2526,78.7399
2527,78.7399
2528,78.7399
2529,78.7399
2530,78.7399
2531,78.7399
2532,78.7399
2533,78.7399
2534,78.7399
2535,78.7399
2536,78.7399
2537,78.7399
2538,78.7399
2539,78.7399
2540,78.7399
2541,78.7399
2542,78.7399
2543,78.7399
2544,78.74
2545,78.74
2546,78.74
2547,78.74
2548,78.74
2549,78.74
2550,78.74
2551,78.74
2552,78.74
2553,78.74
2554,78.74
2555,78.74
2556,78.74
2557,78.74
2558,78.74
2559,78.74
2560,78.7407
2561,78.7416
2562,78.7462
2563,78.7534
2564,78.7606
2565,78.7672
2566,78.7691
2567,78.7699
2568,78.7703
2569,78.7703
2570,78.7703
2571,78.7703
2572,78.7703
2573,78.7703
2574,78.7703
2575,78.7703
2576,78.7703
2577,78.7703
2578,78.7703
2579,78.7703
2580,78.7703
2581,78.7703
2582,78.7703
2583,78.7703
2584,78.7703
2585,78.7703
2586,78.7703
2587,78.7703
2588,78.7703
2589,78.7703
2590,78.7703
2591,78.7703
2592,78.7703
2593,78.7703
2594,78.7703
2595,78.7703
2596,78.7703
2597,78.7703
2598,78.7703
2599,78.7703
2600,78.7703
2601,78.7703
2602,78.7703
2603,78.7703
2604,78.7703
2605,78.7703
2606,78.7703
2607,78.7706
2608,78.7715
2609,78.7715
2610,78.7717
2611,78.7717
2612,78.7724
2613,78.7737
2614,78.778
2615,78.7806
2616,78.7824
2617,78.7845
2618,78.785
2619,78.785
2620,78.785
2621,78.785
2622,78.785
2623,78.785
2624,78.785
2625,78.785
2626,78.785
2627,78.785
2628,78.785
2629,78.785
2630,78.785
2631,78.785
2632,78.785
2633,78.785
2634,78.785
2635,78.786
2636,78.786
2637,78.786
2638,78.786
2639,78.786
2640,78.786
2641,78.786
2642,78.786
2643,78.786
2644,78.786
2645,78.786
2646,78.786
2647,78.786
2648,78.786
2649,78.786
2650,78.786
2651,78.786
2652,78.786
2653,78.786
2654,78.786
2655,78.786
2656,78.786
2657,78.786
2658,78.786
2659,78.786
2660,78.786
2661,78.786
2662,78.786
2663,78.786
2664,78.786
2665,78.786
2666,78.786
2667,78.786
2668,78.786
2669,78.786
2670,78.786
2671,78.786
2672,78.786
2673,78.786
2674,78.786
2675,78.786
2676,78.786
2677,78.786
2678,78.786
2679,78.786
2680,78.786
2681,78.786
2682,78.786
2683,78.786
2684,78.786
2685,78.786
2686,78.786
2687,78.786
2688,78.786
2689,78.786
2690,78.786
2691,78.786
2692,78.786
2693,78.7867
2694,78.7876
2695,78.7918
2696,78.8079
2697,78.8356
2698,78.8896
2699,78.9502
2700,79.0004
2701,79.031
2702,79.0331
2703,79.0331
2704,79.0331
2705,79.0331
2706,79.0331
2707,79.0331
2708,79.0331
2709,79.0331
2710,79.0331
2711,79.0331
2712,79.0331
2713,79.0331
2714,79.0331
2715,79.0331
2716,79.0331
2717,79.0331
2718,79.0332
2719,79.0369
2720,79.0386
2721,79.0412
2722,79.0453
2723,79.0538
2724,79.0569
2725,79.0591
2726,79.061
2727,79.0623
2728,79.0623
2729,79.0625
2730,79.0625
2731,79.0625
2732,79.0625
2733,79.0625
2734,79.0625
2735,79.0625
2736,79.0625
2737,79.0625
2738,79.0625
2739,79.0625
2740,79.0625
2741,79.0625
2742,79.0625
2743,79.063
2744,79.063
2745,79.063
2746,79.063
2747,79.0638
2748,79.0782
2749,79.1069
2750,79.1485
2751,79.1871
2752,79.2107
2753,79.2195
2754,79.2269
2755,79.2285
2756,79.2352
2757,79.2586
2758,79.2593
2759,79.2593
2760,79.2593
2761,79.2599
2762,79.2599
2763,79.2599
2764,79.2599
2765,79.2599
2766,79.2599
2767,79.2604
2768,79.261
2769,79.261
2770,79.2617
2771,79.262
2772,79.2621
2773,79.2626
2774,79.2646
2775,79.2651
2776,79.2652
2777,79.2658
2778,79.267
2779,79.267
2780,79.267
2781,79.267
2782,79.267
2783,79.267
2784,79.267
2785,79.267
2786,79.267
2787,79.267
2788,79.2804
2789,79.2973
2790,79.3861
2791,79.3934
2792,79.4077
2793,79.5568
2794,79.82
2795,79.9826
2796,80.2184
2797,80.3379
2798,80.399
2799,80.6215
2800,80.7768
2801,80.8244
2802,80.8644
2803,80.8728
2804,80.8733
2805,80.8744
2806,80.9133
2807,80.9143
2808,80.9143
2809,80.9143
2810,80.9143
2811,80.9143
2812,80.9143
2813,80.9143
2814,80.9143
2815,80.9143
2816,80.9143
2817,80.9143
2818,80.9143
2819,80.9143
2820,80.9143
2821,80.9143
2822,80.9143
2823,80.9143
2824,80.9143
2825,80.9143
2826,80.9143
2827,80.9143
2828,80.9143
2829,80.9143
2830,80.9143
2831,80.9143
2832,80.9143
2833,80.9143
2834,80.9143
2835,80.9143
2836,80.9143
2837,80.9143
2838,80.9143
2839,80.9143
2840,80.9143
2841,80.9143
2842,80.9143
2843,80.9182
2844,80.9183
2845,80.9183
2846,80.9183
2847,80.9189
2848,80.9192
2849,80.9192
2850,80.9227
2851,80.9294
2852,80.9462
2853,80.9577
2854,80.9607
2855,80.9629
2856,80.9635
2857,80.9638
2858,80.9642
2859,80.9642
2860,80.9642
2861,80.9642
2862,80.9642
2863,80.9642
2864,80.9642
2865,80.9642
2866,80.9642
2867,80.9642
2868,80.9642
2869,80.9642
2870,80.9642
2871,80.9642
2872,80.9642
2873,80.9642
2874,80.9642
2875,80.9642
2876,80.9642
2877,80.9642
2878,80.9642
